source_file,frame_number,active_class_index,source_number_index,azimuth,elevation,distance,segment_length
fold3_room13_mix007.csv,720,0,3,-2,-4,254,40
fold3_room13_mix007.csv,763,0,3,-4,-4,256,103
fold3_room13_mix007.csv,898,0,3,-3,-4,252,42
fold3_room13_mix007.csv,948,0,3,-3,-4,254,138
fold3_room13_mix007.csv,1109,0,3,-2,-4,252,15
fold3_room13_mix007.csv,1134,0,3,-3,-4,253,56
fold3_room13_mix007.csv,1194,0,3,-3,-4,253,24
fold3_room13_mix007.csv,1227,0,3,-3,-4,254,67
fold3_room13_mix007.csv,1299,0,3,-2,-4,254,19
fold3_room13_mix007.csv,1325,0,2,-128,-15,138,29
fold3_room13_mix007.csv,1363,0,2,-127,-15,137,17
fold3_room13_mix007.csv,1388,0,2,-127,-15,137,28
fold3_room13_mix007.csv,1479,0,2,-127,-14,139,15
fold3_room13_mix007.csv,1503,0,2,-127,-14,139,64
fold3_room13_mix007.csv,1575,0,2,-127,-15,138,115
fold3_room13_mix007.csv,1700,0,2,-127,-15,138,3
fold3_room13_mix007.csv,1711,0,2,-128,-15,138,76
fold3_room13_mix007.csv,1798,0,2,-127,-15,139,8
fold3_room13_mix007.csv,1813,0,2,-128,-15,139,2
fold3_room13_mix007.csv,1820,0,3,-4,-5,250,2
fold3_room13_mix007.csv,1827,0,2,-127,-14,140,1
fold3_room13_mix007.csv,1881,0,3,-34,3,287,6
fold3_room13_mix007.csv,1898,0,2,-127,-15,141,2
fold3_room13_mix007.csv,1953,0,2,-130,-15,136,45
fold3_room13_mix007.csv,2007,0,2,-128,-15,138,60
fold3_room13_mix007.csv,2084,0,3,0,-4,251,27
fold3_room13_mix007.csv,2120,0,3,-1,-4,251,17
fold3_room13_mix007.csv,2148,0,3,-1,-4,251,46
fold3_room13_mix007.csv,2203,0,3,0,-4,251,74
fold3_room13_mix007.csv,2286,0,3,0,-4,251,22
fold3_room13_mix007.csv,2317,0,3,0,-4,252,37
fold3_room13_mix007.csv,2361,0,3,-2,-4,253,58
fold3_room13_mix007.csv,2435,0,2,-119,-15,128,6
fold3_room13_mix008.csv,40,0,2,2,2,232,17
fold3_room13_mix008.csv,60,0,2,3,2,233,3
fold3_room13_mix008.csv,2347,0,3,-26,-9,110,2
fold3_room14_mix001.csv,55,0,1,75,-7,177,21
fold3_room14_mix001.csv,79,0,2,120,2,143,15
fold3_room14_mix001.csv,97,0,1,75,-7,176,56
fold3_room14_mix001.csv,155,0,1,76,-7,176,21
fold3_room14_mix001.csv,185,0,1,75,-7,174,19
fold3_room14_mix001.csv,209,0,2,120,2,140,20
fold3_room14_mix001.csv,236,0,2,121,2,139,6
fold3_room14_mix001.csv,249,0,1,75,-7,172,3
fold3_room14_mix001.csv,256,0,2,120,1,139,14
fold3_room14_mix001.csv,276,0,2,121,1,141,4
fold3_room14_mix001.csv,294,0,1,75,-8,172,32
fold3_room14_mix001.csv,351,0,2,120,1,143,17
fold3_room14_mix001.csv,369,0,1,76,-7,175,7
fold3_room14_mix001.csv,380,0,2,120,1,142,13
fold3_room14_mix001.csv,401,0,1,76,-7,177,9
fold3_room14_mix001.csv,429,0,2,121,2,139,4
fold3_room14_mix001.csv,437,0,1,75,-7,174,27
fold3_room14_mix001.csv,470,0,1,70,-8,175,25
fold3_room14_mix001.csv,549,0,1,71,-7,174,4
fold3_room14_mix001.csv,558,0,2,-11,0,369,15
fold3_room14_mix001.csv,621,0,1,73,-7,177,1
fold3_room14_mix001.csv,663,0,1,72,-8,175,16
fold3_room14_mix001.csv,733,0,1,76,-8,178,23
fold3_room14_mix001.csv,785,0,1,75,-7,175,9
fold3_room14_mix001.csv,796,0,2,121,0,140,10
fold3_room14_mix001.csv,818,0,2,134,0,153,6
fold3_room14_mix001.csv,825,0,1,77,-8,180,20
fold3_room14_mix001.csv,862,0,1,78,-8,181,17
fold3_room14_mix001.csv,884,0,1,77,-8,178,4
fold3_room14_mix001.csv,894,0,2,132,0,152,1
fold3_room14_mix001.csv,913,0,1,76,-8,176,38
fold3_room14_mix001.csv,956,0,2,133,1,151,10
fold3_room14_mix001.csv,975,0,1,75,-8,171,8
fold3_room14_mix002.csv,140,0,2,136,-17,149,7
fold3_room14_mix002.csv,202,0,1,-24,3,335,3
fold3_room14_mix002.csv,216,0,1,-19,2,309,1
fold3_room14_mix002.csv,231,0,1,-6,4,263,16
fold3_room14_mix002.csv,263,0,2,139,-31,103,9
fold3_room14_mix002.csv,286,0,1,-1,6,172,45
fold3_room14_mix002.csv,340,0,1,-1,5,174,3
fold3_room14_mix002.csv,353,0,1,0,6,172,10
fold3_room14_mix002.csv,370,0,2,132,-24,102,23
fold3_room14_mix002.csv,406,0,1,-1,6,172,64
fold3_room14_mix002.csv,535,0,2,-12,0,267,6
fold3_room14_mix002.csv,560,0,1,0,3,301,45
fold3_room14_mix002.csv,613,0,1,1,3,297,5
fold3_room14_mix002.csv,623,0,2,-17,0,273,12
fold3_room14_mix002.csv,640,0,1,-2,3,306,8
fold3_room14_mix002.csv,651,0,1,-5,3,306,3
fold3_room14_mix003.csv,47,0,1,132,-21,97,16
fold3_room14_mix003.csv,65,0,2,3,-8,248,28
fold3_room14_mix003.csv,278,0,2,3,-9,245,6
fold3_room14_mix003.csv,297,0,2,6,-7,245,2
fold3_room14_mix003.csv,323,0,1,137,-16,107,3
fold3_room14_mix004.csv,83,0,2,-18,1,195,21
fold3_room14_mix004.csv,116,0,1,4,1,258,25
fold3_room14_mix004.csv,229,0,1,162,8,123,5
fold3_room14_mix004.csv,303,0,1,13,5,263,11
fold3_room14_mix004.csv,320,0,2,-11,1,246,15
fold3_room14_mix004.csv,341,0,2,-11,1,257,10
fold3_room14_mix004.csv,362,0,2,-12,1,246,8
fold3_room14_mix004.csv,383,0,1,13,5,258,47
fold3_room14_mix004.csv,444,0,1,12,5,258,14
fold3_room14_mix004.csv,463,0,1,14,4,255,12
fold3_room14_mix004.csv,482,0,2,-11,1,246,9
fold3_room14_mix004.csv,511,0,1,10,6,195,3
fold3_room14_mix004.csv,566,0,1,159,6,76,4
fold3_room14_mix004.csv,581,0,1,136,-16,129,9
fold3_room6_mix001.csv,5,0,1,-49,-9,189,45
fold3_room6_mix001.csv,135,0,1,-49,-9,194,50
fold3_room6_mix001.csv,210,0,1,-48,-9,188,10
fold3_room6_mix001.csv,230,0,1,-49,-9,189,15
fold3_room6_mix001.csv,265,0,1,-48,-9,188,20
fold3_room6_mix001.csv,405,0,1,-50,-9,198,90
fold3_room6_mix001.csv,510,0,1,-47,-9,189,25
fold3_room6_mix001.csv,545,0,1,-50,-9,192,10
fold3_room6_mix001.csv,565,0,1,-49,-9,189,20
fold3_room6_mix001.csv,940,0,1,-49,-9,192,15
fold3_room6_mix001.csv,1020,0,1,-47,-14,173,10
fold3_room6_mix001.csv,1265,0,1,-50,-9,204,25
fold3_room6_mix001.csv,1320,0,1,-48,-11,184,30
fold3_room6_mix001.csv,1405,0,1,-47,-11,187,35
fold3_room6_mix001.csv,1445,0,1,-50,-11,186,10
fold3_room6_mix001.csv,1470,0,1,-49,-10,189,15
fold3_room6_mix001.csv,1550,0,1,-47,-10,186,15
fold3_room6_mix001.csv,1585,0,1,-43,-10,200,15
fold3_room6_mix001.csv,1890,0,1,-46,-9,201,15
fold3_room6_mix001.csv,1920,0,1,-47,-9,197,40
fold3_room6_mix001.csv,1980,0,1,-49,-8,192,10
fold3_room6_mix001.csv,2105,0,1,-46,-9,198,15
fold3_room6_mix002.csv,5,0,2,7,-12,192,5
fold3_room6_mix002.csv,25,0,2,5,-13,189,75
fold3_room6_mix002.csv,160,0,2,7,-14,183,10
fold3_room6_mix002.csv,435,0,2,6,-13,188,25
fold3_room6_mix002.csv,480,0,2,9,-12,193,15
fold3_room6_mix002.csv,530,0,2,8,-12,195,70
fold3_room6_mix002.csv,620,0,2,5,-12,194,10
fold3_room6_mix002.csv,695,0,2,8,-12,192,10
fold3_room6_mix002.csv,755,0,2,6,-13,186,10
fold3_room6_mix002.csv,1190,0,2,7,-13,189,35
fold3_room6_mix002.csv,1350,0,2,9,-12,196,10
fold3_room6_mix002.csv,1455,0,2,8,-12,193,40
fold3_room6_mix002.csv,1510,0,2,9,-4,132,5
fold3_room6_mix002.csv,1965,0,2,7,-12,177,5
fold3_room6_mix002.csv,2020,0,2,7,-12,179,10
fold3_room6_mix002.csv,2100,0,2,6,-12,180,10
fold3_room6_mix002.csv,2465,0,2,6,-12,184,10
fold3_room6_mix002.csv,2530,0,2,8,-12,187,15
fold3_room6_mix003.csv,60,0,1,-12,-12,199,60
fold3_room6_mix003.csv,165,0,1,-12,-12,195,10
fold3_room6_mix003.csv,195,0,1,-12,-12,198,20
fold3_room6_mix003.csv,295,0,1,-13,-12,198,40
fold3_room6_mix003.csv,350,0,1,-14,-12,200,25
fold3_room6_mix003.csv,405,0,1,-12,-12,197,50
fold3_room6_mix003.csv,470,0,1,-14,-12,197,10
fold3_room6_mix003.csv,505,0,1,-12,-12,197,45
fold3_room6_mix003.csv,695,0,1,-10,-12,194,15
fold3_room6_mix003.csv,735,0,1,-11,-12,193,5
fold3_room6_mix003.csv,775,0,1,-10,-13,194,15
fold3_room6_mix003.csv,815,0,1,-13,-12,198,60
fold3_room6_mix003.csv,915,0,1,-10,-12,194,15
fold3_room6_mix003.csv,935,0,1,-11,-12,194,80
fold3_room6_mix003.csv,1025,0,1,-13,-12,198,10
fold3_room6_mix003.csv,1075,0,1,-14,-12,199,40
fold3_room6_mix003.csv,1140,0,1,-10,-12,195,35
fold3_room6_mix003.csv,1330,0,1,-12,-12,193,75
fold3_room6_mix003.csv,1675,0,1,-12,-12,194,45
fold3_room6_mix003.csv,1835,0,1,-12,-12,193,10
fold3_room6_mix003.csv,1885,0,1,-11,-12,193,55
fold3_room6_mix003.csv,2115,0,1,-10,-12,196,35
fold3_room6_mix003.csv,2155,0,1,-9,-13,191,10
fold3_room6_mix003.csv,2200,0,1,-14,-12,205,40
fold3_room6_mix003.csv,2250,0,1,-19,-12,213,10
fold3_room6_mix003.csv,2280,0,1,-18,-13,198,10
fold3_room6_mix003.csv,2320,0,1,-11,-13,173,10
fold3_room6_mix003.csv,2375,0,1,-19,-15,126,5
fold3_room6_mix003.csv,2390,0,1,22,-5,103,10
fold3_room6_mix003.csv,2410,0,1,83,-4,125,130
fold3_room6_mix003.csv,2550,0,1,26,-7,107,5
fold3_room6_mix003.csv,2570,0,1,68,-8,123,5
fold3_room6_mix003.csv,2610,0,1,36,-4,124,15
fold3_room6_mix003.csv,2635,0,1,91,-4,125,10
fold3_room6_mix003.csv,2650,0,1,78,-3,130,5
fold3_room6_mix003.csv,2660,0,1,62,-5,108,15
fold3_room6_mix003.csv,2685,0,1,74,-5,128,20
fold3_room6_mix003.csv,2715,0,1,75,-4,121,15
fold3_room6_mix003.csv,2735,0,1,36,-4,123,30
fold3_room6_mix003.csv,2770,0,1,93,-7,114,5
fold3_room6_mix003.csv,2785,0,1,52,-6,99,5
fold3_room6_mix003.csv,2800,0,1,42,-5,105,10
fold3_room6_mix003.csv,2820,0,1,98,-6,104,35
fold3_room6_mix003.csv,2880,0,1,-23,-5,151,15
fold3_room6_mix003.csv,2905,0,1,-10,-13,174,25
fold3_room6_mix003.csv,2950,0,1,-13,-14,175,15
fold3_room6_mix004.csv,50,0,1,-110,-7,238,15
fold3_room6_mix004.csv,110,0,1,-112,-8,233,160
fold3_room6_mix004.csv,280,0,1,-111,-8,231,15
fold3_room6_mix004.csv,495,0,1,-111,-8,229,45
fold3_room6_mix004.csv,630,0,1,-111,-8,230,5
fold3_room6_mix004.csv,640,0,1,-112,-8,229,10
fold3_room6_mix004.csv,655,0,1,-111,-8,230,10
fold3_room6_mix004.csv,715,0,1,-112,-8,229,5
fold3_room6_mix004.csv,780,0,1,-112,-8,228,30
fold3_room6_mix004.csv,905,0,1,-111,-8,228,15
fold3_room6_mix004.csv,930,0,1,-112,-13,184,45
fold3_room6_mix004.csv,995,0,1,-118,2,146,55
fold3_room6_mix004.csv,1055,0,1,-159,3,193,55
fold3_room6_mix004.csv,1370,0,1,-160,2,185,30
fold3_room6_mix004.csv,1420,0,1,-156,3,195,70
fold3_room6_mix004.csv,1500,0,1,-159,3,192,45
fold3_room6_mix004.csv,1730,0,1,-163,2,189,10
fold3_room6_mix004.csv,1760,0,1,-165,-4,167,45
fold3_room6_mix004.csv,1815,0,1,-158,3,195,20
fold3_room6_mix004.csv,1925,0,1,-159,3,190,5
fold3_room6_mix004.csv,1970,0,1,-167,-1,191,55
fold3_room6_mix004.csv,2035,0,1,-167,-1,179,85
fold3_room6_mix004.csv,2225,0,1,-111,-8,231,60
fold3_room6_mix004.csv,2335,0,1,-110,-7,239,25
fold3_room6_mix004.csv,2410,0,1,-110,-7,239,5
fold3_room6_mix004.csv,2720,0,1,-110,-7,239,35
fold3_room6_mix004.csv,2770,0,1,-110,-8,244,5
fold3_room6_mix004.csv,2795,0,1,-111,-8,240,25
fold3_room6_mix005.csv,190,0,2,-16,-10,155,50
fold3_room6_mix005.csv,355,0,2,-16,-10,156,120
fold3_room6_mix005.csv,515,0,2,-17,-10,158,140
fold3_room6_mix005.csv,740,0,2,-16,-10,158,25
fold3_room6_mix005.csv,800,0,2,-17,-10,158,30
fold3_room6_mix005.csv,870,0,2,-17,-9,160,30
fold3_room6_mix005.csv,1535,0,2,-18,-10,154,15
fold3_room6_mix005.csv,2090,0,2,-15,-9,158,5
fold3_room6_mix005.csv,2105,0,2,-15,-10,153,20
fold3_room6_mix006.csv,230,0,1,95,4,53,10
fold3_room6_mix006.csv,295,0,1,-130,5,109,50
fold3_room6_mix006.csv,450,0,1,-129,6,103,50
fold3_room6_mix006.csv,540,0,1,109,9,76,30
fold3_room6_mix006.csv,670,0,1,-14,-9,164,5
fold3_room6_mix006.csv,790,0,1,-13,-10,162,5
fold3_room6_mix006.csv,865,0,1,-14,-10,162,10
fold3_room7_mix004.csv,80,0,1,40,-11,226,105
fold3_room7_mix004.csv,190,0,2,-37,-11,249,70
fold3_room7_mix004.csv,270,0,2,-37,-11,247,10
fold3_room7_mix004.csv,285,0,2,-37,-11,246,55
fold3_room7_mix004.csv,350,0,2,-37,-11,251,60
fold3_room7_mix004.csv,420,0,2,-37,-11,249,60
fold3_room7_mix004.csv,485,0,1,39,-11,224,15
fold3_room7_mix004.csv,510,0,2,-37,-11,244,40
fold3_room7_mix004.csv,560,0,2,-37,-11,248,40
fold3_room7_mix004.csv,610,0,1,40,-12,223,10
fold3_room7_mix004.csv,630,0,2,-37,-11,250,10
fold3_room7_mix004.csv,650,0,1,40,-11,224,35
fold3_room7_mix004.csv,690,0,2,-36,-11,250,30
fold3_room7_mix004.csv,735,0,1,40,-11,225,85
fold3_room7_mix004.csv,830,0,2,-37,-11,250,15
fold3_room7_mix004.csv,860,0,1,40,-11,225,10
fold3_room7_mix004.csv,875,0,1,39,-11,226,55
fold3_room7_mix004.csv,935,0,2,-36,-11,248,15
fold3_room7_mix004.csv,955,0,1,40,-11,225,115
fold3_room7_mix004.csv,1080,0,1,40,-12,222,25
fold3_room7_mix004.csv,1115,0,1,40,-11,225,120
fold3_room7_mix004.csv,1250,0,2,-37,-11,246,15
fold3_room7_mix004.csv,1280,0,2,-37,-11,249,45
fold3_room7_mix004.csv,1330,0,1,39,-11,225,25
fold3_room7_mix004.csv,1370,0,2,-37,-11,245,70
fold3_room7_mix004.csv,1465,0,2,-38,-11,254,10
fold3_room7_mix004.csv,1480,0,2,-38,-11,248,20
fold3_room7_mix004.csv,1505,0,2,-37,-11,247,45
fold3_room7_mix004.csv,1555,0,2,-37,-11,248,40
fold3_room7_mix004.csv,1615,0,1,39,-11,224,30
fold3_room7_mix004.csv,1650,0,2,-37,-11,248,50
fold3_room7_mix004.csv,1710,0,2,-38,-11,247,30
fold3_room7_mix004.csv,1750,0,2,-37,-11,249,10
fold3_room7_mix004.csv,1790,0,2,-37,-11,251,30
fold3_room7_mix004.csv,1830,0,2,-37,-11,249,15
fold3_room7_mix004.csv,1860,0,1,38,-11,228,5
fold3_room7_mix004.csv,1880,0,2,-37,-11,247,30
fold3_room7_mix004.csv,1915,0,2,-37,-11,246,65
fold3_room7_mix004.csv,1985,0,2,-37,-11,249,40
fold3_room7_mix004.csv,2035,0,2,-37,-11,251,15
fold3_room7_mix004.csv,2060,0,2,-37,-11,247,25
fold3_room7_mix004.csv,2105,0,2,-38,-11,253,20
fold3_room7_mix004.csv,2135,0,2,-37,-11,250,50
fold3_room7_mix004.csv,2195,0,2,-37,-11,250,135
fold3_room7_mix004.csv,2350,0,2,-38,-11,245,40
fold3_room7_mix004.csv,2395,0,2,-37,-11,249,35
fold3_room7_mix004.csv,2435,0,2,-37,-11,250,20
fold3_room7_mix004.csv,2460,0,2,-37,-12,242,120
fold3_room7_mix004.csv,2600,0,2,-37,-11,248,10
fold3_room7_mix004.csv,2620,0,2,-37,-11,248,30
fold3_room7_mix004.csv,2670,0,2,-37,-11,247,35
fold3_room7_mix004.csv,2735,0,2,-38,-12,230,20
fold3_room7_mix004.csv,2940,0,2,-40,-11,221,10
fold3_room7_mix004.csv,2960,0,2,-40,-12,214,50
fold3_room7_mix004.csv,3020,0,2,-41,-12,213,20
fold3_room7_mix004.csv,3065,0,2,-40,-12,215,45
fold3_room7_mix005.csv,50,0,1,-3,-14,169,40
fold3_room7_mix005.csv,95,0,1,-4,-15,162,80
fold3_room7_mix005.csv,180,0,2,-106,-19,231,5
fold3_room7_mix005.csv,200,0,2,-104,-20,229,10
fold3_room7_mix005.csv,215,0,1,-4,-15,163,25
fold3_room7_mix005.csv,245,0,2,-106,-20,226,20
fold3_room7_mix005.csv,270,0,2,-106,-20,226,20
fold3_room7_mix005.csv,300,0,1,-3,-15,164,10
fold3_room7_mix005.csv,320,0,2,-107,-19,230,85
fold3_room7_mix005.csv,410,0,2,-105,-20,229,70
fold3_room7_mix005.csv,490,0,2,-107,-19,228,20
fold3_room7_mix005.csv,525,0,2,-107,-19,231,5
fold3_room7_mix005.csv,540,0,2,-107,-19,228,50
fold3_room7_mix005.csv,595,0,2,-106,-19,230,20
fold3_room7_mix005.csv,625,0,2,-106,-20,223,55
fold3_room7_mix005.csv,690,0,2,-106,-19,232,20
fold3_room7_mix005.csv,720,0,1,-2,-15,165,15
fold3_room7_mix005.csv,750,0,2,-106,-19,229,85
fold3_room7_mix005.csv,840,0,2,-107,-19,231,10
fold3_room7_mix005.csv,855,0,1,-2,-16,163,5
fold3_room7_mix005.csv,865,0,2,-107,-20,229,80
fold3_room7_mix005.csv,950,0,2,-108,-19,229,25
fold3_room7_mix005.csv,995,0,2,-105,-19,230,30
fold3_room7_mix005.csv,1035,0,2,-107,-20,227,25
fold3_room7_mix005.csv,1075,0,1,-1,-15,165,30
fold3_room7_mix005.csv,1125,0,2,-106,-19,233,40
fold3_room7_mix005.csv,1175,0,2,-107,-20,223,20
fold3_room7_mix005.csv,1225,0,2,-107,-19,230,55
fold3_room7_mix005.csv,1285,0,2,-106,-19,233,30
fold3_room7_mix005.csv,1330,0,2,-106,-19,229,20
fold3_room7_mix005.csv,1360,0,2,-107,-19,230,25
fold3_room7_mix005.csv,1420,0,2,-105,-18,246,35
fold3_room7_mix005.csv,1465,0,2,-107,-19,237,45
fold3_room7_mix005.csv,1520,0,1,-4,-15,169,10
fold3_room7_mix005.csv,1540,0,2,-107,-19,236,20
fold3_room7_mix005.csv,1565,0,2,-106,-19,242,15
fold3_room7_mix005.csv,1595,0,1,-3,-15,166,20
fold3_room7_mix005.csv,1625,0,2,-108,-18,240,15
fold3_room7_mix005.csv,1655,0,1,-3,-16,162,5
fold3_room7_mix005.csv,1665,0,2,-108,-19,236,10
fold3_room7_mix005.csv,1685,0,2,-109,-19,236,20
fold3_room7_mix005.csv,1710,0,2,-107,-19,238,35
fold3_room7_mix005.csv,1760,0,2,-106,-19,240,20
fold3_room7_mix005.csv,1790,0,2,-106,-19,240,35
fold3_room7_mix005.csv,1835,0,2,-106,-18,242,5
fold3_room7_mix005.csv,1845,0,2,-106,-18,241,60
fold3_room7_mix005.csv,1915,0,2,-107,-19,234,80
fold3_room7_mix005.csv,2005,0,2,-108,-19,232,65
fold3_room7_mix005.csv,2075,0,2,-107,-19,232,15
fold3_room7_mix005.csv,2235,0,1,-6,-16,159,5
fold3_room7_mix005.csv,2250,0,1,-2,-16,162,20
fold3_room7_mix005.csv,2280,0,1,-2,-16,161,70
fold3_room7_mix005.csv,2355,0,1,-1,-17,156,80
fold3_room7_mix006.csv,40,0,2,-74,-12,237,25
fold3_room7_mix006.csv,70,0,2,-75,-11,241,55
fold3_room7_mix006.csv,135,0,1,-3,-14,183,70
fold3_room7_mix006.csv,230,0,2,-75,-12,233,80
fold3_room7_mix006.csv,315,0,2,-75,-12,237,70
fold3_room7_mix006.csv,390,0,2,-75,-11,237,75
fold3_room7_mix006.csv,475,0,2,-76,-11,237,45
fold3_room7_mix006.csv,525,0,1,-4,-14,187,15
fold3_room7_mix006.csv,570,0,2,-75,-12,236,35
fold3_room7_mix006.csv,615,0,2,-74,-12,235,15
fold3_room7_mix006.csv,2720,0,1,-3,-13,201,20
fold3_room7_mix006.csv,2755,0,1,-3,-13,202,10
fold3_room7_mix006.csv,2775,0,1,-4,-14,196,15
fold3_room7_mix006.csv,2800,0,1,-4,-14,197,20
fold3_room7_mix006.csv,2840,0,1,-4,-14,197,25
fold3_room7_mix006.csv,2870,0,2,-76,-12,235,5
fold3_room7_mix006.csv,2905,0,1,-4,-14,195,25
fold3_room7_mix006.csv,2935,0,1,-3,-13,200,15
fold3_room7_mix006.csv,2970,0,1,-4,-14,195,15
fold3_room7_mix006.csv,2990,0,2,-76,-12,235,20
fold3_room7_mix006.csv,3020,0,2,-76,-12,233,15
fold3_room7_mix006.csv,3040,0,1,-3,-14,197,5
fold3_room7_mix006.csv,3050,0,2,-76,-12,234,20
fold3_room7_mix006.csv,3085,0,1,-3,-13,198,40
fold3_room7_mix006.csv,3140,0,2,-76,-12,230,10
fold3_room7_mix006.csv,3160,0,1,-2,-13,196,25
fold3_room7_mix006.csv,3195,0,1,-2,-14,195,25
fold3_room7_mix006.csv,3250,0,1,-6,-16,184,15
fold3_room7_mix006.csv,3295,0,1,-5,-14,186,10
fold3_room9_mix001.csv,45,0,1,50,-10,202,55
fold3_room9_mix001.csv,110,0,1,52,-10,199,35
fold3_room9_mix001.csv,155,0,1,55,-9,209,55
fold3_room9_mix001.csv,215,0,2,49,-12,161,25
fold3_room9_mix001.csv,305,0,2,-21,-5,205,15
fold3_room9_mix001.csv,335,0,2,-21,-3,207,90
fold3_room9_mix001.csv,435,0,1,55,-11,196,75
fold3_room9_mix001.csv,515,0,2,-27,-3,207,15
fold3_room9_mix001.csv,535,0,2,-26,-3,205,10
fold3_room9_mix001.csv,565,0,1,55,-11,198,10
fold3_room9_mix001.csv,580,0,2,-26,-4,205,15
fold3_room9_mix001.csv,600,0,2,-25,-3,206,50
fold3_room9_mix001.csv,655,0,2,-26,-3,210,145
fold3_room9_mix001.csv,815,0,2,-27,-3,212,30
fold3_room9_mix001.csv,865,0,2,-27,-3,213,45
fold3_room9_mix001.csv,915,0,2,-33,-3,225,10
fold3_room9_mix001.csv,945,0,1,54,-10,199,30
fold3_room9_mix001.csv,980,0,2,-31,-3,221,75
fold3_room9_mix001.csv,1060,0,2,-31,-3,225,15
fold3_room9_mix001.csv,1090,0,1,54,-10,199,185
fold3_room9_mix001.csv,1520,0,1,51,-9,204,175
fold3_room9_mix001.csv,1705,0,1,51,-9,208,50
fold3_room9_mix002.csv,40,0,1,56,-9,214,45
fold3_room9_mix002.csv,90,0,2,-99,-10,261,65
fold3_room9_mix002.csv,160,0,1,53,-9,215,125
fold3_room9_mix002.csv,290,0,2,-99,-10,262,70
fold3_room9_mix002.csv,365,0,2,-99,-10,262,75
fold3_room9_mix002.csv,455,0,2,-99,-10,262,170
fold3_room9_mix002.csv,655,0,1,54,-10,216,5
fold3_room9_mix002.csv,665,0,2,-100,-10,259,10
fold3_room9_mix002.csv,960,0,2,-100,-10,247,10
fold3_room9_mix002.csv,980,0,2,-99,-10,258,40
fold3_room9_mix002.csv,1035,0,2,-99,-10,260,60
fold3_room9_mix002.csv,1105,0,2,-100,-9,262,20
fold3_room9_mix002.csv,1145,0,2,-99,-9,263,55
fold3_room9_mix002.csv,1210,0,2,-99,-9,263,70
fold3_room9_mix002.csv,1290,0,2,-99,-9,262,5
fold3_room9_mix002.csv,1310,0,2,-99,-9,263,20
fold3_room9_mix002.csv,1380,0,2,-99,-9,266,5
fold3_room9_mix002.csv,1390,0,1,53,-9,220,45
fold3_room9_mix002.csv,1445,0,2,-99,-9,264,50
fold3_room9_mix002.csv,1605,0,1,-72,1,226,20
fold3_room9_mix003.csv,45,0,1,97,-11,200,15
fold3_room9_mix003.csv,65,0,2,54,-13,209,10
fold3_room9_mix003.csv,85,0,1,96,-11,199,70
fold3_room9_mix003.csv,160,0,1,97,-11,199,20
fold3_room9_mix003.csv,185,0,1,96,-11,200,60
fold3_room9_mix003.csv,400,0,1,96,-9,199,25
fold3_room9_mix003.csv,530,0,1,100,-9,200,40
fold3_room9_mix003.csv,575,0,1,95,-9,196,15
fold3_room9_mix003.csv,600,0,2,56,-13,204,15
fold3_room9_mix003.csv,620,0,2,53,-13,212,50
fold3_room9_mix003.csv,710,0,2,51,-12,217,10
fold3_room9_mix003.csv,725,0,1,88,-11,217,55
fold3_room9_mix003.csv,785,0,2,57,-13,213,5
fold3_room9_mix003.csv,875,0,2,54,-13,209,15
fold3_room9_mix003.csv,900,0,1,97,-8,204,15
fold3_room9_mix003.csv,940,0,1,97,-8,202,30
fold3_room9_mix003.csv,975,0,1,97,-8,208,10
fold3_room9_mix003.csv,990,0,2,52,-12,216,40
fold3_room9_mix003.csv,1130,0,1,103,-8,210,25
fold3_room9_mix003.csv,1160,0,2,57,-17,188,25
fold3_room9_mix003.csv,1195,0,2,51,-13,216,10
fold3_room9_mix003.csv,1245,0,2,52,-12,218,10
fold3_room9_mix003.csv,1260,0,1,105,-9,201,20
fold3_room9_mix003.csv,1415,0,2,53,-13,213,5
fold3_room9_mix003.csv,1425,0,1,93,-10,201,5
fold3_room9_mix003.csv,1545,0,1,98,-8,202,35
fold3_room9_mix003.csv,1605,0,1,97,-10,190,5
fold3_room9_mix004.csv,45,0,1,97,-10,204,30
fold3_room9_mix004.csv,85,0,2,-62,-15,171,20
fold3_room9_mix004.csv,115,0,2,-59,-15,171,20
fold3_room9_mix004.csv,145,0,1,99,-11,200,5
fold3_room9_mix004.csv,155,0,1,99,-10,200,100
fold3_room9_mix004.csv,265,0,1,102,-13,182,30
fold3_room9_mix004.csv,300,0,1,97,-9,213,60
fold3_room9_mix004.csv,365,0,1,99,-8,222,85
fold3_room9_mix004.csv,455,0,2,-60,-15,172,40
fold3_room9_mix004.csv,500,0,2,-59,-15,172,85
fold3_room9_mix004.csv,590,0,2,-60,-15,171,35
fold3_room9_mix004.csv,635,0,2,-61,-15,164,55
fold3_room9_mix004.csv,710,0,1,99,-9,218,10
fold3_room9_mix004.csv,725,0,2,-60,-15,170,10
fold3_room9_mix004.csv,775,0,2,-60,-14,173,20
fold3_room9_mix004.csv,860,0,1,100,-9,219,70
fold3_room9_mix004.csv,935,0,1,95,-9,230,15
fold3_room9_mix004.csv,955,0,1,97,-9,233,5
fold3_room9_mix004.csv,965,0,2,-61,-14,173,60
fold3_room9_mix004.csv,1030,0,1,98,-8,225,10
fold3_room9_mix004.csv,1045,0,2,-60,-14,172,30
fold3_room9_mix004.csv,1105,0,2,-60,-14,175,30
fold3_room9_mix004.csv,1140,0,1,99,-9,222,10
fold3_room9_mix004.csv,1210,0,1,99,-9,223,35
